,GELID,lat,lon,dep,e,n,z,azi1,dip1,sig1,azi2,dip2,sig2,azi3,dip3,sig3,NP,NS,CLID,LT,ML,SEDID,DateTime,Mw
126,Main01802,47.58765,7.59392,3952,19.1,173.4,-402.0,57.3,-4.0,25.5,121.8,85.1,35.1,67.1,-2.9,50.1,15,15,CL311,DD,,------,2006-12-04 18:08:12,1.1
127,Main01806,47.58708,7.5924,4210,-95.2,109.8,-144.0,58.8,-14.5,2.8,143.8,18.6,5.6,184.5,-66.0,6.5,5,6,CL045,DG,,------,2006-12-04 18:14:29,0.7
128,Main01809,47.587270000000004,7.59265,4051,-76.4,130.9,-303.0,60.2,-3.6,3.0,329.4,-12.5,4.7,166.2,-77.0,8.2,5,5,CL102,DG,,------,2006-12-04 18:16:01,0.8
129,Main01818,47.5874,7.59328,4262,-29.0,145.5,-92.0,58.5,-9.3,2.9,149.5,-6.1,3.9,272.2,-78.8,6.4,6,6,CL107,DG,,------,2006-12-04 18:47:31,0.8
130,Main01824,47.58651,7.5923300000000005,4420,100.3,46.4,66.0,45.9,-9.6,2.9,137.6,-9.9,4.1,272.5,-76.1,5.9,6,6,CL008,DG,,------,2006-12-04 19:01:54,0.9
131,Main01837,47.58628,7.5924,4349,-95.0,20.8,-5.0,55.0,-8.3,2.7,145.6,-3.8,4.0,260.1,-80.8,4.9,6,6,CL073,DG,1.1,SED012,2006-12-04 19:54:51,1.6
132,Main01838,47.5862,7.5929,4389,-57.4,12.0,35.0,31.9,3.1,3.0,301.6,5.8,4.3,329.8,-83.4,7.1,4,4,CL064,DG,,------,2006-12-04 19:56:10,0.6
133,Main01844,47.58551,7.59355,4451,-8.3,-64.6,97.0,54.9,-8.2,2.8,328.7,24.8,4.6,308.0,-63.7,5.7,6,6,CL013,DG,,------,2006-12-04 20:08:00,0.6
134,Main01846,47.5855,7.59408,4488,31.6,-65.7,134.0,54.2,-9.8,3.0,327.6,18.9,4.5,298.2,-68.5,8.0,5,5,CL029,DG,,------,2006-12-04 20:12:35,0.8
135,Main01851,47.58618,7.593939999999999,4269,20.9,9.9,-85.0,238.2,11.3,2.8,151.1,-14.5,4.2,291.6,-71.5,6.8,6,6,CL147,DG,,------,2006-12-04 20:21:27,0.9
136,Main01852,47.585609999999996,7.59422,4257,42.1,-53.4,-97.0,60.5,-4.0,11.7,324.9,-54.5,21.6,153.3,-35.3,33.6,54,45,CL119,DD,,------,2006-12-04 20:22:07,1.2
137,Main01855,47.58575,7.593610000000001,4332,-3.9,-37.9,-22.0,47.4,-2.8,14.6,314.7,-43.7,24.8,140.3,-46.2,34.3,48,45,CL124,DD,,------,2006-12-04 20:23:34,0.6
138,Main01857,47.585159999999995,7.594360000000001,4142,52.7,-103.4,-212.0,48.2,-3.8,3.0,319.4,18.1,4.4,306.7,-71.5,6.6,6,6,CL021,DG,,------,2006-12-04 20:44:47,0.7
139,Main01860,47.585390000000004,7.59365,4548,-0.8,-78.0,194.0,54.9,-8.7,2.7,146.2,-8.4,4.3,279.6,-77.8,6.1,5,5,CL141,DG,,------,2006-12-04 20:56:07,0.8
140,Main01869,47.58651,7.592510000000001,4365,-86.8,46.4,11.0,59.3,1.6,3.4,329.8,-18.7,6.7,144.5,-71.2,9.6,5,5,CL002,DG,,------,2006-12-04 21:09:01,0.7
141,Main01874,47.58563,7.5937399999999995,4458,5.9,-51.3,104.0,55.1,-5.4,2.9,326.9,18.2,4.1,309.1,-70.9,5.3,6,6,CL007a,DG,1.1,SED013,2006-12-04 21:20:26,1.4
142,Main01888,47.58637,7.59353,4389,-10.0,31.0,35.0,53.9,-13.8,2.8,144.0,-0.4,4.2,235.7,-76.2,5.9,6,6,CL281,DG,,------,2006-12-04 22:01:01,1.1
143,Main01890,47.58526,7.594180000000001,4242,39.1,-92.3,-112.0,27.9,11.4,3.6,115.6,-11.1,5.0,342.4,-74.0,7.4,6,6,CL026,DG,,------,2006-12-04 22:01:34,0.8
144,Main01900,47.58638,7.59249,4410,-88.2,31.9,56.0,63.5,-31.5,17.7,308.5,-34.6,22.0,183.8,-39.5,34.0,54,33,CL177,DD,,------,2006-12-04 22:28:14,0.8
145,Main01903,47.58625,7.5929,4404,-57.4,17.6,50.0,10.1,-38.0,23.6,160.5,-47.9,36.4,232.6,15.5,41.5,34,20,CL064,DD,,------,2006-12-04 22:34:07,1.4
146,Main01913,47.58563,7.5935,4525,-12.1,-51.3,171.0,54.7,-5.1,2.8,327.0,24.4,4.5,313.7,-65.0,6.3,5,6,CL020,DG,,------,2006-12-04 22:45:10,0.8
147,Main01920,47.586,7.5937,4419,2.9,-10.1,65.0,53.2,-8.4,2.6,144.5,-8.6,4.2,279.7,-77.9,5.7,5,6,CL062a,DG,,------,2006-12-04 22:50:14,1.0
148,Main01923,47.586490000000005,7.5923300000000005,4415,100.3,44.2,61.0,49.9,-10.2,2.8,141.0,-6.2,4.2,261.9,-78.0,6.0,6,6,CL008,DG,,------,2006-12-04 22:52:40,1.0
149,Main01926,47.58614,7.59318,4280,-36.3,5.4,-74.0,56.7,-10.0,2.7,334.4,37.3,6.4,314.3,-50.9,7.6,6,6,CL066,DG,,------,2006-12-04 22:57:28,0.3
150,Main01927,47.58602,7.59386,4456,14.9,-7.9,102.0,51.6,-10.2,2.9,325.3,19.6,4.5,295.6,-67.7,7.6,5,5,CL358,DG,,------,2006-12-04 22:57:39,0.8
151,Main01946,47.58592,7.59375,4443,6.6,-19.0,89.0,250.7,17.8,3.9,344.1,10.7,4.8,283.8,-69.1,8.0,4,5,CL294,DG,,------,2006-12-04 23:39:10,0.7
152,Main01947,47.586209999999994,7.5933,4405,-27.3,13.2,51.0,60.3,2.1,3.2,331.2,-22.9,6.0,145.4,-67.0,8.8,4,5,CL297,DG,,------,2006-12-04 23:40:01,0.5
153,Main01949,47.585390000000004,7.59365,4548,-0.8,-78.0,194.0,231.6,7.8,2.9,143.1,-11.1,4.3,287.3,-76.4,6.2,5,5,CL141,DG,,------,2006-12-04 23:41:34,0.8
154,Main01953,47.58578,7.5939,4277,18.0,-34.6,-77.0,60.9,-7.4,2.8,328.8,-15.4,4.7,175.7,-72.8,6.5,6,6,CL140,DG,,------,2006-12-04 23:50:57,0.7
155,Main01963,47.5855,7.594110000000001,4490,33.8,-65.7,136.0,237.8,11.9,2.9,151.6,-17.2,4.5,294.8,-68.8,7.6,5,5,CL029,DG,,------,2006-12-05 00:18:22,0.8
156,Main01974,47.58708,7.592389999999999,4204,-95.9,109.8,-150.0,55.5,-8.6,2.7,310.5,-59.6,5.5,150.3,-28.9,6.0,6,6,CL045,DG,,------,2006-12-05 00:32:48,0.7
157,Main01977,47.58575,7.59358,4329,-6.1,-37.9,-25.0,51.4,-5.6,3.0,316.5,-40.9,6.9,147.7,-48.6,8.8,4,4,CL124,DG,,------,2006-12-05 00:41:31,0.6
158,Main01995,47.5852,7.59422,4258,42.2,-99.0,-96.0,24.6,10.0,3.6,114.2,-1.7,5.1,14.5,-79.9,7.8,5,6,CL026,DG,,------,2006-12-05 01:14:54,0.7
159,Main01996,47.58728,7.59265,4059,-76.4,132.1,-295.0,59.9,-2.5,3.0,329.3,-12.5,4.7,161.1,-77.3,8.2,5,5,CL102,DG,,------,2006-12-05 01:20:03,0.6
160,Main01997,47.58644,7.593139999999999,4352,-39.4,38.7,-2.0,56.0,-11.6,30.9,320.2,-26.1,45.6,167.7,-61.1,54.5,77,76,---,DD,1.2,SED014,2006-12-05 01:22:20,1.5
161,Main01999,47.58569,7.59358,4356,-6.1,-44.6,2.0,17.6,12.2,14.2,108.6,4.6,17.2,39.1,-77.0,25.8,66,61,CL081,DD,,------,2006-12-05 01:22:52,1.0
162,Main02006,47.5854,7.594539999999999,4310,66.2,-76.7,-44.0,53.6,-4.5,3.4,320.8,-32.8,11.5,150.5,-56.8,14.6,2,4,CL030,DG,,------,2006-12-05 01:33:01,0.3
163,Main02007,47.585390000000004,7.59351,4468,-11.3,-78.0,114.0,60.3,-12.2,2.8,337.9,31.5,4.7,131.9,55.7,5.4,6,6,CL013,DG,,------,2006-12-05 01:33:36,0.8
164,Main02008,47.58638,7.59244,4401,-92.0,31.9,47.0,59.2,-9.7,2.9,325.4,-21.1,5.6,172.5,-66.6,7.1,6,6,CL177,DG,,------,2006-12-05 01:35:26,0.6
165,Main02009,47.585640000000005,7.59346,4522,-15.1,-50.2,168.0,52.3,-6.5,2.7,325.6,27.1,4.5,310.0,-62.0,6.4,6,6,CL020,DG,,------,2006-12-05 01:35:37,0.6
166,Main02014,47.5855,7.593539999999999,4448,-9.1,-65.7,94.0,52.8,-6.7,2.8,326.1,26.2,4.5,309.7,-62.8,5.6,6,6,CL013,DG,,------,2006-12-05 01:39:10,0.7
167,Main02018,47.58507,7.59375,4391,6.8,-113.5,37.0,47.1,-0.8,2.8,317.2,7.1,4.3,310.9,-82.9,6.5,5,5,CL053,DG,,------,2006-12-05 01:44:08,0.8
168,Main02022,47.585370000000005,7.59382,4185,12.0,-80.2,-169.0,33.1,-16.5,3.8,124.7,-5.4,4.3,232.3,-72.6,6.1,5,5,CL100,DG,,------,2006-12-05 01:50:50,0.7
169,Main02024,47.586,7.59373,4422,5.1,-10.1,68.0,231.0,7.5,2.8,142.6,-12.0,4.2,289.5,-75.8,5.9,5,6,CL062a,DG,1.2,SED015,2006-12-05 01:54:24,1.4
170,Main02034,47.58645,7.59225,4315,106.3,39.7,-39.0,44.5,-2.8,2.9,314.9,8.3,3.9,296.0,-81.2,5.4,6,6,CL175,DG,,------,2006-12-05 02:16:16,0.7
171,Main02038,47.58563,7.593610000000001,4556,-3.8,-51.3,202.0,53.0,-7.4,2.9,327.0,27.9,4.6,309.4,-61.0,6.5,5,6,CL020,DG,,------,2006-12-05 02:23:00,0.3
172,Main02039,47.586040000000004,7.59237,4335,-97.2,-5.9,-19.0,19.8,3.4,11.8,109.9,1.8,17.8,48.5,-86.2,21.5,60,46,CL077,DD,,------,2006-12-05 02:23:15,1.1
173,Main02042,47.58534,7.594110000000001,4276,33.8,-83.4,-78.0,40.2,0.9,3.0,310.1,10.8,4.1,314.7,-79.2,6.6,5,5,CL040,DG,,------,2006-12-05 02:30:22,0.7
174,Main02046,47.58607,7.59329,4270,-28.0,-2.4,-84.0,55.3,-8.5,2.7,331.4,35.3,6.3,313.7,-53.4,7.5,6,6,CL066,DG,,------,2006-12-05 02:39:15,0.8
175,Main02049,47.58548,7.59415,4490,36.8,-67.9,136.0,52.4,-9.2,2.9,325.1,16.1,4.6,293.8,-71.4,7.6,5,5,CL029,DG,,------,2006-12-05 02:49:24,0.5
176,Main02058,47.585229999999996,7.594189999999999,4245,39.9,-95.7,-109.0,28.2,9.3,3.4,117.6,-3.8,5.1,5.8,-79.9,6.8,6,6,CL026,DG,,------,2006-12-05 03:17:27,0.7
177,Main02060,47.58595,7.59329,4397,-28.0,-15.7,43.0,232.6,5.3,2.8,323.4,8.5,4.0,291.1,-79.9,5.2,6,6,CL005,DG,,------,2006-12-05 03:20:00,0.7
178,Main02063,47.58744,7.59324,4260,-32.1,149.9,-94.0,240.7,10.0,2.8,332.1,7.9,3.9,279.6,-77.2,6.6,6,6,CL107,DG,,------,2006-12-05 03:27:01,1.1
179,Main02066,47.58628,7.59294,4387,-54.4,20.9,33.0,45.7,4.2,3.3,135.4,-3.2,4.2,7.8,-84.8,6.3,6,6,CL064,DG,,------,2006-12-05 03:28:01,0.8
180,Main02067,47.58635,7.59236,4343,-98.0,28.6,-11.0,54.9,-5.9,2.9,326.6,16.2,3.9,305.6,-72.7,5.3,6,6,CL073,DG,,------,2006-12-05 03:28:13,1.2
181,Main02070,47.58645,7.59225,4315,106.3,39.7,-39.0,48.2,-5.0,2.9,138.6,-5.0,4.1,273.4,-82.9,5.3,6,6,CL175,DG,,------,2006-12-05 03:30:07,0.8
182,Main02080,47.586420000000004,7.5937,4451,2.8,36.6,97.0,56.9,13.1,19.4,239.4,-76.3,42.3,166.0,4.0,57.4,38,35,CL076,DD,,------,2006-12-05 03:54:08,0.9
183,Main02082,47.58565,7.59373,4458,5.2,-49.0,104.0,56.5,-6.5,2.9,146.7,-1.5,4.1,249.2,-83.3,5.1,6,6,CL007a,DG,1.1,SED016,2006-12-05 03:55:05,1.4
184,Main02083,47.58535,7.593539999999999,4462,-9.0,-82.4,108.0,238.0,9.1,2.8,151.9,-23.2,4.5,308.0,-64.9,5.4,6,6,CL013,DG,,------,2006-12-05 03:55:23,0.8
185,Main02086,47.585770000000004,7.59362,4329,-3.1,-35.7,-25.0,52.6,-4.0,3.0,318.6,-44.7,6.8,146.6,-45.0,9.2,4,4,CL124,DG,,------,2006-12-05 03:58:34,0.4
186,Main02088,47.585679999999996,7.59377,4408,8.2,-45.7,54.0,48.5,-1.9,2.9,319.1,18.8,4.3,312.8,-71.1,6.4,6,6,CL011,DG,,------,2006-12-05 04:00:05,0.6
187,Main02091,47.58762,7.591819999999999,4134,138.9,169.7,-220.0,37.3,-9.5,2.9,310.5,18.9,3.7,281.9,-68.7,6.2,6,6,CL052,DG,,------,2006-12-05 04:04:26,0.9
188,Main02092,47.58708,7.5924,4200,-95.2,109.8,-154.0,235.3,10.3,2.7,317.9,-35.5,5.5,159.0,-52.6,6.3,6,6,CL045,DG,,------,2006-12-05 04:04:48,0.7
189,Main02102,47.587270000000004,7.592689999999999,4056,-73.4,130.9,-298.0,57.1,-2.3,14.3,324.7,-46.7,28.9,149.3,-43.2,43.0,39,37,CL102,DD,,------,2006-12-05 04:24:47,0.7
190,Main02105,47.58545,7.59448,4283,61.7,-71.2,-71.0,55.7,1.5,3.3,326.9,-39.7,6.8,143.8,-50.2,11.9,3,4,CL030,DG,,------,2006-12-05 04:27:48,0.6
191,Main02111,47.58757,7.593710000000001,3943,3.3,164.5,-411.0,27.7,-3.5,2.9,298.3,10.9,4.0,280.2,-78.6,8.1,3,4,CL311,DG,,------,2006-12-05 04:35:01,0.4
192,Main02114,47.585770000000004,7.594469999999999,4293,60.8,-35.6,-61.0,61.4,-8.4,35.9,323.0,-44.6,46.0,159.6,-44.1,78.3,76,39,---,DD,1.5,SED017,2006-12-05 04:41:31,1.9
193,Main02116,47.58553,7.59408,4492,31.5,-62.3,138.0,55.0,-11.0,2.8,329.0,19.8,4.6,297.7,-67.2,7.4,5,5,CL029,DG,,------,2006-12-05 04:43:05,0.7
194,Main02119,47.58654,7.592289999999999,4425,103.3,49.7,71.0,53.2,-11.6,2.8,145.1,-9.4,4.1,273.0,-75.0,6.1,5,6,CL008,DG,,------,2006-12-05 04:49:54,1.1
195,Main02126,47.5865,7.5925199999999995,4367,-86.0,45.3,13.0,60.4,3.5,3.3,331.8,-22.3,6.8,141.9,-67.4,9.7,5,5,CL002,DG,,------,2006-12-05 05:04:30,0.6
196,Main02132,47.58517,7.594360000000001,4141,52.7,-102.3,-213.0,45.0,-1.5,2.9,315.3,13.2,4.3,308.8,-76.7,6.9,5,5,CL021,DG,,------,2006-12-05 05:10:52,0.8
197,Main02142,47.58628,7.59294,4386,-54.4,20.9,32.0,47.1,3.7,3.1,316.7,7.1,4.3,344.3,-82.0,6.6,6,6,CL064,DG,,------,2006-12-05 05:31:10,0.8
198,Main02146,47.58699,7.59203,4312,123.0,99.7,-42.0,47.8,-1.4,2.8,318.0,9.5,3.8,309.8,-80.4,6.1,6,6,CL112,DG,,------,2006-12-05 05:38:43,0.8
199,Main02165,47.585640000000005,7.59347,4290,-14.4,-50.2,-64.0,47.0,-1.8,2.9,317.4,12.5,4.9,308.8,-77.4,7.0,4,4,CL160,DG,,------,2006-12-05 06:13:30,0.6
200,Main02167,47.58605,7.59227,4337,104.7,-4.8,-17.0,38.1,-0.9,2.9,308.2,7.4,4.1,301.4,-82.6,5.6,5,5,CL077,DG,,------,2006-12-05 06:14:59,0.7
201,Main02201,47.58602,7.59258,4321,-81.4,-8.1,-33.0,232.4,6.4,2.7,143.5,-9.7,3.8,289.4,-78.4,5.1,6,6,CL191,DG,,------,2006-12-05 07:15:31,1.3
202,Main02203,47.58592,7.59358,4526,-6.2,-19.0,172.0,91.0,38.2,15.7,21.2,0.3,21.6,291.6,-51.8,47.9,32,38,CL151,DD,,------,2006-12-05 07:17:05,0.9
203,Main02221,47.58643,7.59225,4316,106.3,37.5,-38.0,15.0,2.3,11.1,284.7,9.1,18.1,299.0,-80.7,24.5,47,40,CL175,DD,,------,2006-12-05 07:47:41,0.8
204,Main02227,47.58632,7.59294,4348,-54.4,25.3,-6.0,50.3,-13.8,22.8,295.8,-59.3,48.0,147.4,-26.8,115.5,36,54,CL039,DD,,------,2006-12-05 07:56:31,0.8
205,Main02228,47.58595,7.59333,4393,-25.0,-15.7,39.0,232.1,6.4,2.8,143.4,-11.4,4.0,293.5,-76.9,5.2,6,6,CL005,DG,,------,2006-12-05 07:57:12,0.9
206,Main02232,47.58651,7.59231,4422,101.8,46.4,68.0,56.1,-10.7,2.9,147.7,-8.4,4.1,275.1,-76.3,5.7,6,6,CL008,DG,,------,2006-12-05 08:02:25,0.8
207,Main02234,47.5855,7.594130000000001,4491,35.3,-65.7,137.0,240.0,11.5,2.8,152.9,-14.2,4.6,292.3,-71.5,7.3,5,5,CL029,DG,,------,2006-12-05 08:03:44,0.8
208,Main02237,47.58552,7.59358,4452,-6.1,-63.5,98.0,50.6,-8.0,2.8,324.1,23.5,4.3,303.1,-65.0,6.6,5,5,CL013,DG,,------,2006-12-05 08:09:25,0.7
209,Main02247,47.58602,7.59381,4456,11.1,-7.9,102.0,26.7,-6.1,13.3,300.2,29.4,16.5,286.0,-59.8,27.4,44,52,CL358,DD,,------,2006-12-05 08:26:35,0.9
210,Main02260,47.58628,7.59386,4064,14.8,21.0,-290.0,58.0,-1.0,2.9,327.4,-31.4,6.8,149.6,-58.6,9.7,5,5,CL031,DG,,------,2006-12-05 08:46:47,0.8
211,Main02282,47.586490000000005,7.59362,4452,-3.3,44.3,98.0,70.2,-8.4,3.6,163.4,-20.8,8.9,319.4,-67.4,9.3,6,6,CL076,DG,,------,2006-12-05 09:19:08,0.8
212,Main02289,47.58644,7.592810000000001,4338,-64.2,38.7,-16.0,50.9,-16.7,4.5,297.0,-53.5,7.7,151.5,-31.4,22.9,4,4,CL039,DG,,------,2006-12-05 09:29:31,0.7
213,Main02306,47.58507,7.59536,4225,127.9,-113.3,-129.0,49.1,-0.8,2.6,319.2,4.1,4.2,308.1,-85.9,6.1,5,5,CL195,DG,,------,2006-12-05 10:02:45,0.6
214,Main02312,47.58598,7.5926,4320,-79.9,-12.5,-34.0,55.4,-8.3,2.7,146.0,-4.1,4.0,262.0,-80.8,4.9,6,6,CL191,DG,,------,2006-12-05 10:08:04,0.9
215,Main02319,47.58555,7.59397,4363,23.3,-60.1,9.0,41.7,11.1,15.4,42.4,-68.2,28.6,75.5,18.6,32.5,38,40,CL309,DD,,------,2006-12-05 10:20:37,0.7
216,Main02329,47.58633,7.59244,4353,-92.0,26.4,-1.0,18.0,2.3,12.3,287.3,18.0,17.8,295.2,-71.8,21.1,60,51,CL073,DD,,------,2006-12-05 10:29:56,1.7
217,Main02332,47.58745,7.59323,4255,-32.8,151.0,-99.0,28.5,-25.3,25.7,166.1,-63.6,31.7,241.8,7.0,37.1,44,18,CL107,DD,,------,2006-12-05 10:31:51,1.1
218,Main02335,47.5864,7.59353,4370,-10.0,34.3,16.0,56.3,-11.6,3.0,148.1,-8.8,4.1,274.5,-75.4,6.2,6,6,CL281,DG,,------,2006-12-05 10:32:54,1.4
219,Main02338,47.586059999999996,7.593889999999999,4057,17.1,-3.4,-297.0,57.9,-0.7,3.1,327.5,-33.9,6.9,148.9,-56.1,9.5,5,5,CL031,DG,,------,2006-12-05 10:37:23,0.6
220,Main02340,47.58655,7.5925199999999995,4367,-86.0,50.9,13.0,50.8,-3.1,3.6,321.7,14.9,8.5,309.3,-74.8,21.3,3,3,CL002,DG,,------,2006-12-05 10:40:35,0.8
221,Main02360,47.58718,7.59143,4397,168.2,120.7,43.0,16.7,10.6,13.5,108.4,8.8,20.4,57.1,-76.1,36.6,56,61,CL139,DD,,------,2006-12-05 11:22:23,0.9
222,Main13486,47.58565,7.5937,4458,2.9,-49.0,104.0,44.2,-4.6,2.8,315.7,17.7,4.0,300.1,-71.7,5.2,6,6,CL007a,DG,1.2,SED018,2006-12-05 11:25:55,1.4
223,Main02364,47.5865,7.5923300000000005,4419,100.3,45.3,65.0,47.1,-11.1,2.9,139.5,-11.8,4.0,275.2,-73.7,6.1,6,6,CL008,DG,,------,2006-12-05 11:26:04,0.8
224,Main02365,47.58565,7.5937,4458,2.9,-49.0,104.0,57.8,-7.3,2.8,148.6,-6.7,4.1,280.7,-80.1,5.2,6,6,CL007a,DG,,------,2006-12-05 11:26:29,1.4
225,Main02375,47.58625,7.593960000000001,4274,22.4,17.7,-80.0,91.5,41.0,22.0,15.7,-6.6,26.7,278.3,-48.2,46.7,54,44,CL147,DD,,------,2006-12-05 11:36:48,1.2
226,Main02380,47.585159999999995,7.59438,4144,54.2,-103.4,-210.0,44.2,-4.1,2.9,315.2,13.2,4.4,297.2,-76.1,6.3,6,6,CL021,DG,,------,2006-12-05 11:40:35,0.7
227,Main02381,47.58615,7.593369999999999,4271,-22.0,6.5,-83.0,38.5,3.9,3.0,308.1,5.9,4.2,342.1,-82.9,7.3,4,5,CL264,DG,,------,2006-12-05 11:40:57,0.5
228,Main02396,47.58701,7.5918399999999995,4404,137.3,101.9,50.0,44.0,-2.2,2.9,314.4,10.2,4.0,302.3,-79.5,6.3,6,6,CL146,DG,,------,2006-12-05 12:16:05,0.8
229,Main02402,47.58529,7.594180000000001,4240,39.1,-89.0,-114.0,30.4,5.9,3.7,299.3,9.8,5.3,331.0,-78.5,8.0,5,6,CL026,DG,,------,2006-12-05 12:18:39,0.9
230,Main02407,47.58596,7.59329,4396,-28.0,-14.6,42.0,44.1,-6.2,2.7,315.8,15.2,4.1,292.6,-73.6,5.2,6,6,CL005,DG,,------,2006-12-05 12:28:38,0.9
231,Main02418,47.58728,7.5919,4390,132.8,131.9,36.0,18.5,1.7,12.3,287.9,17.4,18.0,293.7,-72.5,23.6,62,60,CL078,DD,,------,2006-12-05 12:53:40,1.1
232,Main02428,47.585390000000004,7.59355,4467,-8.3,-78.0,113.0,11.2,11.0,12.7,101.2,-0.0,20.9,11.1,-79.0,24.0,56,61,CL013,DD,,------,2006-12-05 13:05:56,1.1
233,Main02439,47.58614,7.593939999999999,4070,20.9,5.5,-284.0,59.9,0.0,12.4,329.9,-60.6,26.8,149.9,-29.4,56.1,57,47,CL031,DD,,------,2006-12-05 13:20:37,0.9
234,Main02446,47.58572,7.59347,4307,-14.4,-41.3,-47.0,230.4,8.1,2.7,322.0,11.5,3.8,286.0,-75.8,5.2,6,6,CL328,DG,,------,2006-12-05 13:28:26,0.9
235,Main02447,47.58765,7.59183,4132,138.2,173.1,-222.0,55.4,-9.2,19.5,313.1,-52.6,31.0,152.1,-35.8,44.4,52,34,CL052,DD,,------,2006-12-05 13:28:36,0.9
236,Main02467,47.5855,7.5935,4449,-12.1,-65.8,95.0,53.7,-5.8,2.6,326.5,25.9,4.6,312.0,-63.4,5.7,6,6,CL013,DG,,------,2006-12-05 14:11:45,0.7
237,Main02469,47.58586,7.592960000000001,4445,-52.8,-25.8,91.0,58.7,-4.2,2.9,325.9,-32.8,5.7,155.2,-56.8,7.0,6,6,CL044,DG,,------,2006-12-05 14:12:33,0.8
238,Main02470,47.585390000000004,7.59363,4547,-2.3,-78.0,193.0,33.3,15.0,12.3,149.2,-20.9,16.8,290.2,-63.8,22.6,60,59,CL141,DD,,------,2006-12-05 14:14:33,0.8
239,Main02473,47.586220000000004,7.5931,4334,-42.3,14.3,-20.0,50.2,-7.0,3.3,139.4,6.4,5.8,187.2,-80.5,11.1,5,6,CL158,DG,,------,2006-12-05 14:22:07,0.8
240,Main02495,47.5854,7.593660000000001,4425,-0.0,-76.8,71.0,229.7,22.9,4.2,325.6,13.6,5.0,263.8,-62.9,6.9,5,5,CL012,DG,,------,2006-12-05 14:41:02,0.8
241,Main02503,47.586240000000004,7.59293,4384,-55.1,16.4,30.0,43.3,2.5,3.0,313.1,4.9,4.3,340.5,-84.5,6.8,6,6,CL064,DG,,------,2006-12-05 14:49:08,1.0
242,Main02518,47.58556,7.595039999999999,4121,103.8,-58.8,-233.0,49.1,-2.7,2.9,320.0,19.7,4.3,311.6,-70.1,6.5,4,5,CL038,DG,,------,2006-12-05 15:04:42,0.8
243,Main02521,47.58602,7.59262,4319,-78.4,-8.1,-35.0,55.4,-5.9,2.9,327.1,16.3,3.9,306.3,-72.7,5.3,6,6,CL191,DG,,------,2006-12-05 15:07:12,0.8
244,Main02524,47.585640000000005,7.59351,4526,-11.4,-50.2,172.0,37.9,-2.7,12.6,309.6,32.0,15.7,303.5,-57.9,22.1,59,51,CL020,DD,,------,2006-12-05 15:16:03,0.7
245,Main02532,47.58595,7.59373,4429,5.1,-15.7,75.0,235.2,5.3,2.7,326.0,7.9,4.1,291.5,-80.5,5.8,5,6,CL062a,DG,,------,2006-12-05 15:25:44,1.3
246,Main02545,47.58728,7.59175,4371,144.1,131.9,17.0,40.9,-0.3,3.0,310.9,12.0,3.9,309.3,-78.0,6.4,6,6,CL217,DG,,------,2006-12-05 15:39:39,0.8
247,Main02563,47.585679999999996,7.5937,4406,2.9,-45.7,52.0,47.8,-0.7,2.9,318.0,17.4,4.3,315.4,-72.6,6.8,5,5,CL011,DG,,------,2006-12-05 16:07:06,0.6
248,Main02568,47.58597,7.59329,4396,-28.0,-13.5,42.0,49.1,-4.7,2.6,139.8,-8.2,4.2,289.7,-80.6,4.9,6,6,CL005,DG,,------,2006-12-05 16:10:28,0.9
249,Main02569,47.585029999999996,7.593780000000001,4397,9.1,-118.0,43.0,52.1,1.3,2.8,321.6,21.3,4.7,325.4,-68.7,6.2,5,5,CL053,DG,,------,2006-12-05 16:10:45,0.8
250,Main02574,47.58589,7.59294,4448,-54.3,-22.5,94.0,60.3,-4.2,3.0,327.1,-37.8,5.7,155.6,-51.9,7.3,6,6,CL044,DG,,------,2006-12-05 16:13:15,0.8
251,Main02576,47.5865,7.59362,4442,-3.3,45.5,88.0,250.6,6.2,3.3,157.5,26.6,8.6,352.6,62.6,9.1,6,6,CL076,DG,,------,2006-12-05 16:14:46,0.8
252,Main02579,47.58651,7.592239999999999,4314,107.1,46.4,-40.0,46.0,-3.5,3.1,136.3,-3.8,4.1,273.5,-84.8,5.4,6,6,CL175,DG,,------,2006-12-05 16:15:50,0.6
253,Main02583,47.58656,7.592510000000001,4365,-86.8,52.0,11.0,57.3,1.6,3.2,328.1,-26.2,6.9,144.0,-63.7,8.7,6,6,CL002,DG,,------,2006-12-05 16:22:30,0.7
254,Main02602,47.58709,7.592339999999999,4207,-99.7,110.9,-147.0,59.8,-11.8,2.6,311.6,-56.2,5.3,157.0,-31.2,6.3,6,6,CL045,DG,,------,2006-12-05 16:37:05,0.8
255,Main02624,47.58532,7.59363,4408,-2.3,-85.7,54.0,45.4,-0.5,2.9,315.6,23.4,4.7,314.2,-66.6,6.8,5,5,CL012,DG,,------,2006-12-05 16:54:14,0.7
256,Main02625,47.5856,7.5937399999999995,4425,6.0,-54.6,71.0,25.0,2.7,12.2,294.0,19.8,17.3,302.4,-70.1,23.0,58,51,CL007b,DD,,------,2006-12-05 16:54:39,1.3
257,Main02635,47.58558,7.59377,4144,8.2,-56.8,-210.0,50.9,-7.5,2.6,322.7,13.1,3.7,292.0,-74.8,5.8,6,6,CL023,DG,,------,2006-12-05 17:02:56,0.8
258,Main02651,47.58643,7.59369,4449,2.0,37.7,95.0,238.9,-5.4,4.0,329.8,-9.9,9.6,120.5,-78.7,13.0,4,4,CL076,DG,,------,2006-12-05 17:13:53,0.8
